zoneid,year,ward_code,total_pop,chinese_ethnic_count,chinese_ethnic_pct,asia_born_count,asia_born_pct,asia_born_pct_is_proxy,pop_16_74,econ_active_rate,unemployment_rate,self_employment_rate,total_hh_spaces,owner_occ_rate,council_rent_rate,private_rent_rate,overcrowd_rate,overcrowd_severe_rate,no_bath_wc_rate,no_car_rate
00BNFA0001,2001,00BNFA,275,0,0.0,30,10.91,True,214,42.52,9.35,2.8,128,14.84,46.09,25.78,0.0,0.0,6.72,62.6
00BNFA0002,2001,00BNFA,211,3,1.42,6,2.84,True,152,47.37,9.87,3.95,125,12.8,47.2,19.2,0.0,0.0,13.45,70.31
00BNFA0003,2001,00BNFA,369,17,4.61,74,20.05,True,281,34.52,3.91,1.78,139,8.63,45.32,41.73,4.51,4.51,12.23,71.63
00BNFA0004,2001,00BNFA,289,0,0.0,4,1.38,True,181,43.09,4.42,3.87,113,16.81,56.64,2.65,5.26,0.0,0.0,58.62
00BNFA0005,2001,00BNFA,328,0,0.0,27,8.23,True,207,53.62,9.18,0.0,135,9.63,61.48,10.37,6.2,0.0,2.22,67.41
00BNFA0006,2001,00BNFA,210,11,5.24,26,12.38,True,185,61.62,8.11,4.86,107,9.35,24.3,66.36,5.77,2.88,4.8,55.86
00BNFA0007,2001,00BNFA,1097,227,20.69,337,30.72,True,1052,25.95,1.33,0.57,139,4.32,74.1,17.99,4.17,2.08,2.13,67.81
00BNFA0008,2001,00BNFA,258,6,2.33,11,4.26,True,190,32.63,14.74,1.58,124,11.29,26.61,39.52,7.03,4.69,15.79,70.23
00BNFA0009,2001,00BNFA,350,53,15.14,73,20.86,True,234,47.01,5.56,1.28,133,10.53,84.21,5.26,9.85,2.27,4.58,60.45
00BNFA0010,2001,00BNFA,194,30,15.46,44,22.68,True,174,62.07,10.92,5.75,137,2.19,89.78,2.92,0.0,0.0,2.03,66.91
00BNFA0011,2001,00BNFA,270,25,9.26,22,8.15,True,128,32.03,13.28,0.0,93,3.23,18.28,9.68,3.3,0.0,0.0,63.27
00BNFA0012,2001,00BNFA,269,15,5.58,38,14.13,True,194,54.12,6.19,3.09,132,15.15,71.21,9.09,8.89,4.44,0.0,59.26
00BNFA0013,2001,00BNFA,152,0,0.0,0,0.0,True,136,49.26,11.76,2.21,121,3.31,84.3,9.92,0.0,0.0,2.34,77.17
00BNFA0014,2001,00BNFA,277,39,14.08,33,11.91,True,188,46.81,6.38,0.0,112,15.18,38.39,28.57,5.5,2.75,7.69,55.45
00BNFA0015,2001,00BNFA,258,3,1.16,27,10.47,True,187,57.75,10.7,2.14,124,6.45,72.58,12.9,4.88,2.44,0.0,69.53
00BNFA0016,2001,00BNFA,223,7,3.14,25,11.21,True,187,52.94,10.16,3.21,125,14.4,78.4,4.8,0.0,0.0,2.38,65.89
00BNFA0017,2001,00BNFA,255,0,0.0,6,2.35,True,194,39.18,9.79,1.55,127,16.54,55.12,15.75,2.36,2.36,7.56,63.36
00BNFA0018,2001,00BNFA,255,3,1.18,3,1.18,True,196,52.55,11.73,3.06,135,15.56,67.41,12.59,0.0,0.0,6.43,65.65
00BNFA0019,2001,00BNFA,212,4,1.89,19,8.96,True,160,40.0,8.12,1.88,127,11.81,71.65,11.81,7.69,5.13,2.65,70.83
00BNFA0020,2001,00BNFA,253,11,4.35,30,11.86,True,191,50.26,6.81,5.24,108,19.44,65.74,12.04,6.14,0.0,15.93,64.04
00BNFA0021,2001,00BNFA,264,0,0.0,0,0.0,True,200,47.0,4.5,1.5,139,23.02,50.36,8.63,0.0,0.0,2.36,59.85
00BNFA0022,2001,00BNFA,287,17,5.92,41,14.29,True,163,40.49,9.82,2.45,119,10.92,24.37,10.08,5.22,0.0,2.48,64.15
00BNFA0023,2001,00BNFA,255,39,15.29,55,21.57,True,166,42.17,10.84,3.61,125,4.8,12.0,13.6,0.0,0.0,8.06,62.99
00BNFA0024,2001,00BNFA,253,0,0.0,3,1.19,True,182,40.66,3.3,0.0,132,22.73,44.7,8.33,0.0,0.0,7.63,63.08
00BNFA0025,2001,00BNFA,235,7,2.98,21,8.94,True,136,43.38,4.41,4.41,125,8.0,57.6,14.4,11.2,2.4,0.0,61.82
00BNFA0026,2001,00BNFA,222,3,1.35,24,10.81,True,172,52.33,13.37,5.23,124,11.29,76.61,12.1,5.74,2.46,2.63,71.68
00BNFA0027,2001,00BNFA,321,13,4.05,54,16.82,True,240,42.5,4.17,2.5,125,16.0,56.8,13.6,7.14,2.38,4.84,60.83
00BNFA0028,2001,00BNFA,215,0,0.0,24,11.16,True,170,47.65,14.71,1.76,129,12.4,72.09,9.3,3.51,0.0,6.62,68.7
00BNFA0029,2001,00BNFA,245,10,4.08,23,9.39,True,168,58.33,9.52,1.79,124,12.1,74.19,9.68,4.8,0.0,10.87,69.11
00BNFA0030,2001,00BNFA,287,8,2.79,28,9.76,True,251,37.05,1.2,1.99,117,5.98,5.98,65.81,0.0,0.0,13.33,62.83
00BNFA0031,2001,00BNFA,274,0,0.0,22,8.03,True,202,46.04,11.39,4.46,116,15.52,78.45,6.03,5.13,2.56,5.66,61.4
00BNFA0032,2001,00BNFA,279,10,3.58,19,6.81,True,179,40.78,7.26,1.68,125,12.8,78.4,8.8,4.92,0.0,2.27,68.33
00BNFA0033,2001,00BNFA,401,6,1.5,27,6.73,True,252,41.67,6.35,1.19,139,11.51,58.27,24.46,2.26,0.0,6.52,61.7
00BNFA0034,2001,00BNFA,344,10,2.91,46,13.37,True,238,44.96,5.04,1.68,135,11.85,34.07,34.81,0.0,0.0,13.33,53.96
00BNFB0001,2001,00BNFB,306,0,0.0,3,0.98,True,206,61.17,4.37,2.91,120,48.33,49.17,2.5,0.0,0.0,9.16,40.83
00BNFB0002,2001,00BNFB,317,0,0.0,0,0.0,True,187,62.57,6.42,0.0,117,33.33,57.26,9.4,2.34,0.0,4.96,47.54
00BNFB0003,2001,00BNFB,336,0,0.0,3,0.89,True,246,67.89,2.44,5.69,132,93.18,4.55,2.27,2.27,0.0,2.31,17.56
00BNFB0004,2001,00BNFB,364,0,0.0,0,0.0,True,292,73.29,3.08,4.79,153,92.16,1.96,3.92,0.0,0.0,15.44,9.21
00BNFB0005,2001,00BNFB,260,0,0.0,3,1.15,True,151,53.64,0.0,1.99,131,42.75,49.62,7.63,0.0,0.0,7.2,45.74
00BNFB0006,2001,00BNFB,412,3,0.73,26,6.31,True,301,59.47,3.32,1.99,128,30.47,60.94,8.59,2.38,0.0,2.34,46.34
00BNFB0007,2001,00BNFB,327,0,0.0,3,0.92,True,182,57.69,7.69,3.3,127,24.41,55.12,7.87,0.0,0.0,4.32,58.21
00BNFB0008,2001,00BNFB,233,0,0.0,0,0.0,True,173,81.5,1.73,6.94,104,86.54,5.77,7.69,5.71,0.0,46.53,16.19
00BNFB0009,2001,00BNFB,297,6,2.02,6,2.02,True,228,71.49,1.32,7.02,125,95.2,2.4,2.4,2.36,2.36,8.55,20.0
00BNFB0010,2001,00BNFB,280,6,2.14,6,2.14,True,184,67.39,3.26,3.26,124,43.55,44.35,9.68,0.0,0.0,7.63,42.98
00BNFB0011,2001,00BNFB,200,0,0.0,0,0.0,True,131,55.73,6.87,2.29,120,25.83,63.33,10.83,0.0,0.0,9.6,61.48
00BNFB0012,2001,00BNFB,302,0,0.0,3,0.99,True,148,56.08,6.08,2.03,140,21.43,39.29,11.43,0.0,0.0,8.45,67.67
00BNFB0013,2001,00BNFB,258,0,0.0,3,1.16,True,178,64.61,3.37,6.74,120,51.67,38.33,10.0,0.0,0.0,5.31,36.84
00BNFB0014,2001,00BNFB,305,0,0.0,0,0.0,True,208,55.29,8.17,1.44,126,23.81,65.08,11.11,2.34,0.0,7.32,47.97
00BNFB0015,2001,00BNFB,319,0,0.0,4,1.25,True,213,55.4,4.23,1.41,131,38.17,51.15,10.69,4.62,0.0,4.48,59.84
00BNFB0016,2001,00BNFB,269,0,0.0,0,0.0,True,157,52.87,0.0,3.82,111,26.13,59.46,6.31,0.0,0.0,5.22,57.89
00BNFB0017,2001,00BNFB,261,7,2.68,8,3.07,True,193,59.59,5.18,4.66,122,32.79,50.82,13.93,0.0,0.0,5.08,44.63
00BNFB0018,2001,00BNFB,292,0,0.0,6,2.05,True,222,59.91,6.76,5.41,125,42.4,44.0,11.2,2.42,0.0,9.84,48.36
00BNFB0019,2001,00BNFB,182,0,0.0,8,4.4,True,162,88.89,1.85,8.64,96,56.25,6.25,37.5,0.0,0.0,0.0,3.23
00BNFB0020,2001,00BNFB,184,0,0.0,0,0.0,True,135,58.52,4.44,6.67,127,36.22,4.72,6.3,0.0,0.0,2.52,49.18
00BNFB0021,2001,00BNFB,351,3,0.85,6,1.71,True,261,78.93,2.3,9.2,142,88.03,6.34,5.63,0.0,0.0,2.24,5.15
00BNFB0022,2001,00BNFB,293,0,0.0,4,1.37,True,190,51.05,6.84,4.21,121,50.41,41.32,3.31,2.54,0.0,7.14,53.23
00BNFB0023,2001,00BNFB,266,0,0.0,6,2.26,True,172,61.05,0.0,8.14,103,94.17,2.91,2.91,0.0,0.0,0.0,12.0
00BNFB0024,2001,00BNFB,309,0,0.0,0,0.0,True,193,75.13,7.25,6.74,116,48.28,43.1,8.62,0.0,0.0,2.59,39.82
00BNFB0025,2001,00BNFB,298,0,0.0,0,0.0,True,182,63.74,4.95,3.3,111,51.35,35.14,13.51,2.73,2.73,17.21,45.38
00BNFB0026,2001,00BNFB,267,0,0.0,6,2.25,True,193,49.22,5.7,1.55,135,28.15,66.67,5.19,0.0,0.0,6.21,57.14
00BNFB0027,2001,00BNFB,371,0,0.0,6,1.62,True,297,84.51,3.03,4.38,146,90.41,2.05,5.48,2.1,0.0,19.42,7.35
00BNFB0028,2001,00BNFB,201,7,3.48,3,1.49,True,130,73.85,4.62,4.62,132,46.21,12.12,9.09,4.32,0.0,2.38,43.51
00BNFB0029,2001,00BNFB,304,0,0.0,0,0.0,True,204,58.33,4.41,1.47,145,22.07,70.34,5.52,0.0,0.0,12.0,61.43
00BNFB0030,2001,00BNFB,268,10,3.73,13,4.85,True,216,80.56,3.7,9.26,111,90.99,3.6,5.41,2.65,0.0,0.0,2.88
00BNFB0031,2001,00BNFB,261,0,0.0,0,0.0,True,165,49.7,3.03,1.82,130,39.23,52.31,8.46,2.24,0.0,8.06,62.02
00BNFB0032,2001,00BNFB,278,0,0.0,3,1.08,True,180,55.56,5.0,3.33,126,31.75,46.03,3.97,6.77,2.26,12.2,54.4
00BNFB0033,2001,00BNFB,294,0,0.0,0,0.0,True,167,65.27,1.8,0.0,123,52.85,37.4,9.76,2.54,0.0,9.68,43.33
00BNFB0034,2001,00BNFB,232,0,0.0,0,0.0,True,180,53.33,3.33,1.67,131,22.9,64.12,9.92,2.26,0.0,0.0,63.49
00BNFB0035,2001,00BNFB,247,0,0.0,3,1.21,True,175,61.71,12.57,1.71,131,34.35,60.31,5.34,0.0,0.0,7.63,56.83
00BNFB0036,2001,00BNFB,282,0,0.0,4,1.42,True,180,60.0,6.67,0.0,125,36.8,51.2,12.0,0.0,0.0,4.96,47.97
00BNFB0037,2001,00BNFB,302,3,0.99,3,0.99,True,198,55.05,9.09,3.03,133,23.31,65.41,9.02,2.96,0.0,2.29,60.14
00BNFB0038,2001,00BNFB,272,3,1.1,3,1.1,True,191,53.93,7.33,3.14,121,38.84,33.88,9.09,0.0,0.0,0.0,47.9
00BNFB0039,2001,00BNFB,303,0,0.0,0,0.0,True,194,54.64,4.64,3.61,127,33.86,52.76,3.94,4.48,2.24,2.29,44.78
00BNFB0040,2001,00BNFB,266,0,0.0,4,1.5,True,189,50.26,8.47,3.17,126,12.7,45.24,12.7,4.84,4.84,2.5,61.79
00BNFC0001,2001,00BNFC,318,0,0.0,17,5.35,True,210,58.57,4.29,5.71,134,38.06,44.78,12.69,4.41,2.21,2.38,43.38
00BNFC0002,2001,00BNFC,298,8,2.68,17,5.7,True,260,70.77,4.62,6.92,132,53.79,0.0,43.18,4.41,4.41,19.55,36.03
00BNFC0003,2001,00BNFC,248,0,0.0,11,4.44,True,253,68.77,2.37,3.95,123,26.02,0.0,73.98,0.0,0.0,3.12,40.31
00BNFC0004,2001,00BNFC,213,6,2.82,7,3.29,True,151,43.05,7.28,1.99,107,18.69,57.94,18.69,2.7,2.7,5.41,55.14
00BNFC0005,2001,00BNFC,259,3,1.16,18,6.95,True,182,61.54,12.09,4.95,118,11.86,68.64,15.25,2.42,0.0,4.96,47.97
00BNFC0006,2001,00BNFC,274,0,0.0,42,15.33,True,215,69.77,1.4,6.51,112,67.86,0.0,32.14,5.31,0.0,9.32,24.58
00BNFC0007,2001,00BNFC,463,23,4.97,36,7.78,True,374,39.57,4.01,0.0,148,31.08,31.08,10.81,2.13,0.0,7.79,55.24
00BNFC0008,2001,00BNFC,266,3,1.13,9,3.38,True,245,70.61,2.45,6.12,112,65.18,0.0,29.46,0.0,0.0,2.38,27.12
00BNFC0009,2001,00BNFC,306,3,0.98,10,3.27,True,212,53.77,2.83,6.6,128,41.41,39.84,18.75,4.44,2.22,2.29,46.03
00BNFC0010,2001,00BNFC,291,0,0.0,7,2.41,True,188,56.91,7.98,8.51,120,37.5,55.0,7.5,5.13,0.0,0.0,54.4
00BNFC0011,2001,00BNFC,262,0,0.0,9,3.44,True,199,59.3,7.54,9.05,111,29.73,53.15,17.12,0.0,0.0,2.63,47.22
00BNFC0012,2001,00BNFC,257,0,0.0,15,5.84,True,190,54.21,4.74,4.74,134,30.6,64.93,4.48,2.34,0.0,2.38,46.62
00BNFC0013,2001,00BNFC,288,0,0.0,7,2.43,True,192,53.65,6.77,4.69,118,39.83,50.85,9.32,2.61,0.0,2.5,45.22
00BNFC0014,2001,00BNFC,309,3,0.97,11,3.56,True,283,77.74,3.89,9.19,143,38.46,4.2,55.24,0.0,0.0,11.63,35.07
00BNFC0015,2001,00BNFC,288,10,3.47,7,2.43,True,195,75.9,1.54,7.69,132,19.7,2.27,40.91,0.0,0.0,4.44,42.22
00BNFC0016,2001,00BNFC,299,0,0.0,17,5.69,True,273,70.7,5.49,6.23,131,44.27,0.0,53.44,2.27,0.0,7.94,29.92
00BNFC0017,2001,00BNFC,305,0,0.0,6,1.97,True,214,57.01,8.41,2.8,145,26.9,62.76,8.28,2.01,0.0,4.35,55.78
00BNFC0018,2001,00BNFC,252,3,1.19,9,3.57,True,228,71.05,2.63,2.63,122,10.66,0.0,89.34,0.0,0.0,13.22,23.14
00BNFC0019,2001,00BNFC,276,4,1.45,13,4.71,True,217,72.35,1.38,2.76,124,90.32,4.84,4.84,0.0,0.0,10.77,24.39
00BNFC0020,2001,00BNFC,272,0,0.0,19,6.99,True,228,71.05,2.63,11.84,117,79.49,5.13,15.38,7.32,4.88,0.0,14.15
00BNFC0021,2001,00BNFC,276,3,1.09,3,1.09,True,200,61.0,6.0,3.0,111,48.65,41.44,9.91,2.73,0.0,2.59,44.64
00BNFC0022,2001,00BNFC,301,0,0.0,7,2.33,True,274,74.82,2.19,12.04,133,24.81,6.77,66.17,0.0,0.0,3.7,18.18
00BNFC0023,2001,00BNFC,278,3,1.08,20,7.19,True,256,81.25,5.08,7.42,136,28.68,5.15,66.18,2.16,0.0,14.71,24.11
00BNFC0024,2001,00BNFC,287,0,0.0,16,5.57,True,257,69.26,1.17,5.45,146,30.82,4.11,63.01,2.19,2.19,5.76,39.29
00BNFC0025,2001,00BNFC,282,0,0.0,15,5.32,True,193,58.55,9.84,2.59,121,21.49,66.12,9.92,2.56,0.0,2.56,46.34
00BNFC0026,2001,00BNFC,313,7,2.24,14,4.47,True,207,68.12,2.9,14.49,98,75.51,10.2,14.29,0.0,0.0,3.09,13.27
00BNFC0027,2001,00BNFC,252,0,0.0,13,5.16,True,212,82.08,3.3,10.38,134,30.6,2.24,64.93,0.0,0.0,11.11,38.06
00BNFC0028,2001,00BNFC,228,3,1.32,10,4.39,True,195,85.13,3.59,7.69,138,39.13,4.35,54.35,0.0,0.0,2.22,29.55
00BNFC0029,2001,00BNFC,191,0,0.0,6,3.14,True,177,83.62,0.0,5.08,118,43.22,2.54,44.07,0.0,0.0,13.16,25.21
00BNFC0030,2001,00BNFC,170,0,0.0,8,4.71,True,152,86.18,3.95,9.21,123,5.69,2.44,91.87,0.0,0.0,19.69,46.72
00BNFC0031,2001,00BNFC,266,0,0.0,21,7.89,True,246,78.86,4.47,1.22,158,13.29,1.9,79.11,2.05,2.05,3.47,36.49
00BNFC0032,2001,00BNFC,298,3,1.01,16,5.37,True,258,76.36,3.88,7.75,139,51.8,0.0,46.04,0.0,0.0,6.82,24.46
00BNFC0033,2001,00BNFC,313,8,2.56,13,4.15,True,189,43.39,6.88,2.12,118,15.25,69.49,12.71,2.48,0.0,2.5,54.55
00BNFC0034,2001,00BNFC,236,0,0.0,10,4.24,True,153,56.21,1.96,7.84,105,51.43,33.33,12.38,0.0,0.0,10.17,49.12
00BNFC0035,2001,00BNFC,253,3,1.19,4,1.58,True,184,49.46,5.43,2.17,118,44.92,43.22,11.86,0.0,0.0,5.17,47.11
00BNFC0036,2001,00BNFC,232,0,0.0,10,4.31,True,160,48.12,4.38,1.88,112,22.32,50.0,9.82,2.83,2.83,5.5,57.39
00BNFC0037,2001,00BNFC,271,0,0.0,15,5.54,True,199,43.22,2.01,6.03,122,21.31,64.75,5.74,2.42,0.0,9.09,56.1
00BNFC0038,2001,00BNFC,178,0,0.0,9,5.06,True,168,82.74,0.0,3.57,124,55.65,7.26,33.87,2.42,2.42,8.26,26.4
00BNFC0039,2001,00BNFC,268,0,0.0,11,4.1,True,171,75.44,1.75,2.92,131,41.22,3.05,47.33,2.36,0.0,6.57,33.85
00BNFC0040,2001,00BNFC,296,0,0.0,3,1.01,True,211,54.5,9.0,3.32,123,24.39,66.67,8.94,0.0,0.0,7.14,46.34
00BNFC0041,2001,00BNFC,286,0,0.0,15,5.24,True,197,50.76,6.09,2.03,122,23.77,72.13,4.1,2.44,0.0,13.95,46.61
00BNFC0042,2001,00BNFC,374,16,4.28,40,10.7,True,337,56.08,0.0,5.64,99,80.81,3.03,16.16,0.0,0.0,5.56,10.58
00BNFC0043,2001,00BNFC,245,0,0.0,6,2.45,True,154,62.99,1.95,12.99,149,26.85,4.03,18.79,0.0,0.0,1.94,55.33
00BNFC0044,2001,00BNFC,310,0,0.0,26,8.39,True,223,50.22,13.9,1.35,119,19.33,67.23,13.45,6.72,2.52,0.0,57.6
00BNFC0045,2001,00BNFC,254,0,0.0,7,2.76,True,198,61.62,6.06,1.52,111,28.83,61.26,9.91,0.0,0.0,12.0,53.78
00BNFC0046,2001,00BNFC,190,0,0.0,6,3.16,True,164,46.34,14.63,4.27,127,11.02,75.59,11.02,0.0,0.0,9.23,70.54
00BNFC0047,2001,00BNFC,273,0,0.0,16,5.86,True,191,57.07,9.95,3.14,120,30.0,57.5,10.0,2.42,0.0,14.52,48.78
00BNFD0001,2001,00BNFD,313,3,0.96,6,1.92,True,201,42.29,4.48,1.49,127,18.9,33.07,11.02,6.87,0.0,2.8,55.37
00BNFD0002,2001,00BNFD,315,0,0.0,3,0.95,True,204,55.39,7.84,1.47,128,13.28,49.22,7.03,2.31,0.0,2.38,52.76
00BNFD0003,2001,00BNFD,203,0,0.0,0,0.0,True,135,43.7,2.22,4.44,109,8.26,18.35,8.26,0.0,0.0,5.17,73.5
00BNFD0004,2001,00BNFD,303,0,0.0,3,0.99,True,173,50.87,3.47,0.0,127,19.69,33.07,13.39,4.8,0.0,2.52,56.1
00BNFD0005,2001,00BNFD,234,0,0.0,0,0.0,True,155,54.84,5.81,0.0,117,13.68,33.33,8.55,0.0,0.0,5.41,50.91
00BNFD0006,2001,00BNFD,317,0,0.0,0,0.0,True,199,43.22,5.03,3.02,121,14.88,47.93,5.79,2.56,2.56,7.63,58.87
00BNFD0007,2001,00BNFD,319,0,0.0,0,0.0,True,222,57.21,4.5,3.15,119,37.82,27.73,2.52,0.0,0.0,4.88,47.11
00BNFD0008,2001,00BNFD,326,0,0.0,0,0.0,True,210,50.95,10.0,2.86,131,8.4,38.93,7.63,4.48,0.0,2.16,53.54
00BNFD0009,2001,00BNFD,303,0,0.0,4,1.32,True,200,49.0,4.5,1.5,126,26.98,30.16,8.73,2.4,2.4,4.72,47.2
00BNFD0010,2001,00BNFD,333,3,0.9,0,0.0,True,221,45.25,8.6,2.71,131,24.43,32.06,8.4,4.69,0.0,2.46,50.82
00BNFD0011,2001,00BNFD,319,0,0.0,0,0.0,True,203,54.68,11.33,0.0,123,34.96,29.27,9.76,0.0,0.0,8.2,45.67
00BNFD0012,2001,00BNFD,284,0,0.0,6,2.11,True,196,45.92,7.65,0.0,117,9.4,32.48,5.13,2.61,0.0,0.0,48.31
00BNFD0013,2001,00BNFD,313,0,0.0,3,0.96,True,205,57.07,6.34,1.46,128,28.12,23.44,10.94,2.48,0.0,6.77,48.46
00BNFD0014,2001,00BNFD,330,0,0.0,3,0.91,True,233,54.08,6.87,1.72,137,30.66,32.85,10.22,2.29,0.0,0.0,50.76
00BNFD0015,2001,00BNFD,313,0,0.0,3,0.96,True,184,45.65,8.15,0.0,126,15.08,39.68,5.56,2.48,0.0,7.09,56.92
00BNFD0016,2001,00BNFD,305,0,0.0,3,0.98,True,204,59.31,9.8,1.47,131,23.66,31.3,6.87,2.4,0.0,7.2,50.0
00BNFD0017,2001,00BNFD,313,0,0.0,0,0.0,True,191,49.74,6.28,1.57,129,15.5,41.86,6.2,2.34,0.0,8.7,55.88
00BNFD0018,2001,00BNFD,366,0,0.0,0,0.0,True,209,55.5,9.09,4.31,124,18.55,29.84,5.65,6.5,0.0,4.48,50.39
00BNFD0019,2001,00BNFD,313,0,0.0,0,0.0,True,222,56.31,7.66,2.7,129,24.03,20.16,5.43,4.65,0.0,0.0,54.89
00BNFD0020,2001,00BNFD,322,0,0.0,3,0.93,True,197,57.87,11.68,0.0,125,10.4,36.8,12.8,0.0,0.0,0.0,61.24
00BNFD0021,2001,00BNFD,317,0,0.0,3,0.95,True,195,46.67,7.69,3.08,124,16.94,31.45,7.26,4.58,0.0,2.63,57.48
00BNFD0022,2001,00BNFD,186,0,0.0,0,0.0,True,135,52.59,4.44,0.0,105,10.48,40.95,6.67,2.83,0.0,8.57,63.73
00BNFD0023,2001,00BNFD,327,0,0.0,4,1.22,True,220,55.91,8.64,0.0,131,23.66,33.59,6.11,4.62,2.31,4.72,49.61
00BNFD0024,2001,00BNFD,362,0,0.0,3,0.83,True,218,51.83,11.47,1.38,128,16.41,38.28,3.12,6.72,0.0,6.82,58.46
00BNFD0025,2001,00BNFD,290,0,0.0,3,1.03,True,166,54.22,6.63,1.81,118,18.64,38.98,11.02,5.0,0.0,2.44,54.17
00BNFD0026,2001,00BNFD,286,0,0.0,0,0.0,True,195,58.46,7.69,0.0,115,31.3,31.3,5.22,7.2,2.4,2.65,55.2
00BNFD0027,2001,00BNFD,284,0,0.0,3,1.06,True,193,51.3,3.63,4.66,122,10.66,37.7,5.74,2.31,0.0,7.09,57.36
00BNFD0028,2001,00BNFD,223,0,0.0,0,0.0,True,141,45.39,4.26,2.13,129,16.28,23.26,7.75,2.31,0.0,6.98,68.55
00BNFD0029,2001,00BNFD,324,3,0.93,0,0.0,True,229,55.46,7.86,3.93,132,25.0,25.0,10.61,4.76,0.0,4.58,55.81
00BNFD0030,2001,00BNFD,281,0,0.0,3,1.07,True,184,46.74,8.15,4.89,129,13.95,34.11,8.53,2.31,0.0,4.44,60.15
00BNFD0031,2001,00BNFD,292,0,0.0,3,1.03,True,188,45.21,6.38,0.0,133,18.05,34.59,6.77,2.36,0.0,6.5,59.68
00BNFD0032,2001,00BNFD,219,0,0.0,0,0.0,True,115,48.7,17.39,0.0,119,11.76,28.57,5.88,4.84,0.0,0.0,82.91
00BNFD0033,2001,00BNFD,231,0,0.0,0,0.0,True,164,49.39,7.32,1.83,119,13.45,38.66,3.36,0.0,0.0,2.4,73.33
00BNFD0034,2001,00BNFD,330,0,0.0,3,0.91,True,243,65.02,6.17,2.47,133,34.59,23.31,5.26,2.21,0.0,6.52,44.03
00BNFD0035,2001,00BNFD,336,0,0.0,6,1.79,True,236,57.2,6.36,2.54,128,22.66,29.69,5.47,6.72,2.24,9.3,62.69
00BNFE0001,2001,00BNFE,298,0,0.0,8,2.68,True,207,50.24,3.86,1.45,123,21.95,65.85,9.76,4.65,0.0,2.46,50.41
00BNFE0002,2001,00BNFE,312,0,0.0,0,0.0,True,206,40.29,9.22,3.4,130,16.92,74.62,8.46,2.96,0.0,2.31,64.66
00BNFE0003,2001,00BNFE,249,0,0.0,6,2.41,True,155,49.03,6.45,4.52,115,29.57,22.61,22.61,4.8,2.4,14.63,67.48
00BNFE0004,2001,00BNFE,313,6,1.92,0,0.0,True,184,47.28,5.43,1.63,118,20.34,38.14,12.71,4.76,2.38,5.26,67.77
00BNFE0005,2001,00BNFE,325,0,0.0,3,0.92,True,218,59.63,5.96,3.21,127,41.73,14.96,19.69,0.0,0.0,20.66,53.33
00BNFE0006,2001,00BNFE,281,0,0.0,0,0.0,True,220,45.0,11.36,0.0,142,9.86,74.65,10.56,0.0,0.0,0.0,63.31
00BNFE0007,2001,00BNFE,264,0,0.0,8,3.03,True,181,41.44,7.18,0.0,120,13.33,78.33,5.83,2.52,2.52,0.0,56.78
00BNFE0008,2001,00BNFE,265,0,0.0,0,0.0,True,187,56.15,8.02,1.6,117,53.85,8.55,22.22,0.0,0.0,31.34,56.67
00BNFE0009,2001,00BNFE,311,0,0.0,6,1.93,True,212,52.36,1.42,6.6,120,58.33,31.67,10.0,0.0,0.0,14.06,48.78
00BNFE0010,2001,00BNFE,342,0,0.0,0,0.0,True,175,48.57,6.86,3.43,129,33.33,28.68,6.98,2.24,0.0,4.32,55.04
00BNFE0011,2001,00BNFE,164,0,0.0,0,0.0,True,130,44.62,7.69,2.31,104,12.5,5.77,19.23,0.0,0.0,22.41,72.57
00BNFE0012,2001,00BNFE,273,0,0.0,7,2.56,True,190,43.16,5.79,1.58,120,20.0,71.67,5.83,4.38,2.19,6.77,61.24
00BNFE0013,2001,00BNFE,212,4,1.89,3,1.42,True,157,41.4,9.55,1.91,139,12.23,71.94,13.67,0.0,0.0,6.72,75.91
00BNFE0014,2001,00BNFE,342,3,0.88,3,0.88,True,200,44.0,4.5,0.0,127,18.9,78.74,2.36,6.02,2.26,0.0,57.97
00BNFE0015,2001,00BNFE,264,6,2.27,6,2.27,True,188,55.32,4.79,3.19,121,36.36,31.4,16.53,2.5,0.0,15.25,52.89
00BNFE0016,2001,00BNFE,213,3,1.41,7,3.29,True,150,58.0,12.0,0.0,118,44.92,28.81,16.95,0.0,0.0,16.26,66.39
00BNFE0017,2001,00BNFE,301,6,1.99,10,3.32,True,195,44.62,5.13,3.08,129,26.36,65.89,7.75,4.48,2.24,0.0,48.03
00BNFE0018,2001,00BNFE,295,5,1.69,9,3.05,True,224,51.79,2.68,2.68,130,38.46,33.85,20.0,2.24,0.0,11.68,61.59
00BNFE0019,2001,00BNFE,293,0,0.0,6,2.05,True,216,55.09,5.56,4.17,133,49.62,3.76,27.82,0.0,0.0,25.0,63.57
00BNFE0020,2001,00BNFE,261,0,0.0,3,1.15,True,172,46.51,1.74,5.23,116,16.38,68.1,8.62,2.54,2.54,2.5,59.17
00BNFE0021,2001,00BNFE,306,3,0.98,4,1.31,True,168,45.83,3.57,0.0,132,43.18,18.94,30.3,0.0,0.0,17.5,68.25
00BNFE0022,2001,00BNFE,261,0,0.0,0,0.0,True,178,50.0,3.37,0.0,117,36.75,22.22,13.68,3.39,0.0,11.11,58.77
00BNFE0023,2001,00BNFE,268,0,0.0,0,0.0,True,171,42.69,7.6,3.51,118,25.42,39.83,9.32,0.0,0.0,9.57,70.25
