"ukcas_table_name","table_code","table_label","table_title","table_full_title","table_universe","table_counts"
ST057NI,ST057,Standard Tables Table 57,Tenure and lowest floor level by household  composition,ST057: Tenure and lowest floor level by household  composition,All Households,Households
ST057EW,ST057,"2001 Census Standard Tables Table 57",Tenure and Lowest Floor Level by Household Composition,ST057: Tenure and Lowest Floor Level by Household Composition,All Households,Households
ST058S,ST058,Standard Tables Table 58,Households in a shared dwelling and amenities and household size by central heating and number of rooms,ST058: Households in a shared dwelling and amenities and household size by central heating and number of rooms,All Households in a Shared Dwelling,Households
ST058NI,ST058,Standard Tables Table 58,Households in a shared dwelling and amenities and household size by central heating and number of rooms,ST058: Households in a shared dwelling and amenities and household size by central heating and number of rooms,All Households in a Shared Dwelling,Households
ST058EW,ST058,"2001 Census Standard Tables Table 58",Households in a Shared Dwelling and Amenities and Household Size by Central Heating and Number of Rooms,ST058: Households in a Shared Dwelling and Amenities and Household Size by Central Heating and Number of Rooms,All Households in a Shared Dwelling,Households
ST059S,ST059,Standard Tables Table 59,Accommodation type and car or van availability by number of people aged 17 or over in the household,ST059: Accommodation type and car or van availability by number of people aged 17 or over in the household,All Households,Households
ST059NI,ST059,Standard Tables Table 59,Accommodation type and car or van availability by number of people aged 17 or over in the household,ST059: Accommodation type and car or van availability by number of people aged 17 or over in the household,All Households,Households
ST059EW,ST059,"2001 Census Standard Tables Table 59",Accommodation Type and Car or Van Availability by Number of Persons Aged 17 or over in the Household,ST059: Accommodation Type and Car or Van Availability by Number of Persons Aged 17 or over in the Household,All Households,Households
ST060S,ST060,Standard Tables Table 60,Tenure and car or van availability by number of people aged 17 or over in the household,ST060: Tenure and car or van availability by number of people aged 17 or over in the household,All Households,Households
ST060NI,ST060,Standard Tables Table 60,Tenure and car or van availability by number of people aged 17 or over in the household,ST060: Tenure and car or van availability by number of people aged 17 or over in the household,All Households,Households
ST060EW,ST060,"2001 Census Standard Tables Table 60",Tenure and Car or Van Availability by Number of Persons Aged 17 or over in the Household,ST060: Tenure and Car or Van Availability by Number of Persons Aged 17 or over in the Household,All Households,Households
ST061S,ST061,Standard Tables Table 61,Tenure and car or van availability by economic activity,ST061: Tenure and car or van availability by economic activity,All People in Households Aged 16 to 74,Persons
ST061NI,ST061,Standard Tables Table 61,Tenure and car or van availability by economic activity,ST061: Tenure and car or van availability by economic activity,All People in Households Aged 16 to 74,Persons
ST061EW,ST061,"2001 Census Standard Tables Table 61",Tenure and Car or Van Availability by Economic Activity,ST061: Tenure and Car or Van Availability by Economic Activity,All People in Households Aged 16 to 74,Persons
ST062S,ST062,Standard Tables Table 62,Household composition by number of cars or vans available,ST062: Household composition by number of cars or vans available,All Households,Households
ST062NI,ST062,Standard Tables Table 62,Household composition by number of cars or vans available,ST062: Household composition by number of cars or vans available,All Households,Households
ST062EW,ST062,"2001 Census Standard Tables Table 62",Household Composition by Number of Cars or Vans Available,ST062: Household Composition by Number of Cars or Vans Available,All Households,Households
ST063S,ST063,Standard Tables Table 63,Economic activity and age of full-time students by household type and tenure,ST063: Economic activity and age of full-time students by household type and tenure,All Full-Time Students and Schoolchildren at Their Term-Time Address,"Persons; Schoolchildren, Students"
ST063NI,ST063,Standard Tables Table 63,Economic activity and age of full-time students by household type and tenure,ST063: Economic activity and age of full-time students by household type and tenure,All Full-Time Students and Schoolchildren at Their Term-Time Address,"Persons; Schoolchildren, Students"
ST063EW,ST063,"2001 Census Standard Tables Table 63",Economic Activity and Age of Full-Time Students by Household Type and Tenure,ST063: Economic Activity and Age of Full-Time Students by Household Type and Tenure,All Full-Time Students and Schoolchildren at Their Term-Time Address,"Persons; Schoolchildren, Students"
ST064S,ST064,Standard Tables Table 64,NS-SeC of Household Reference Person (HRP) by households with full-time students away from home and age of student,ST064: NS-SeC of Household Reference Person (HRP) by households with full-time students away from home and age of student,All Households With Students and Schoolchildren in Full-Time Education Who Would Reside in the Area Were They Not Living Away from Home During Term-Time,Households
ST064NI,ST064,Standard Tables Table 64,NS-SeC of Household Reference Person (HRP) by households with full-time students away from home and age of student,ST064: NS-SeC of Household Reference Person (HRP) by households with full-time students away from home and age of student,All Households With Students and Schoolchildren in Full-Time Education Who Would Reside in the Area Were They Not Living Away from Home During Term-Time,Households
ST064EW,ST064,"2001 Census Standard Tables Table 64",National Statistics Socio-economic Classification (NS-SeC) of Household Reference Person (HRP) by Households With Full-Time Students and Schoolchildren Away From Home and Age of Student,ST064: National Statistics Socio-economic Classification (NS-SeC) of Household Reference Person (HRP) by Households With Full-Time Students and Schoolchildren Away From Home and Age of Student,All Households with Students and Schoolchildren in Full-Time Education Who Would Reside in the Area Were They Not Living Away from Home During Term-Time,Households
ST065S,ST065,Standard Tables Table 65,Gender and age by general health and limiting long-term  illness,ST065: Gender and age by general health and limiting long-term  illness,All People Resident in Communal Establishments (Excluding Staff and Their Families),Persons
ST065NI,ST065,Standard Tables Table 65,Gender and age by general health and limiting long-term illness,ST065: Gender and age by general health and limiting long-term illness,All People Resident in Communal Establishments (Excluding Staff and Their Families),Persons
ST065EW,ST065,"2001 Census Standard Tables Table 65",Sex and Age by General Health and Limiting Long-Term Illness (LLTI),ST065: Sex and Age by General Health and Limiting Long-Term Illness (LLTI),All People Resident in Communal Establishments (Excluding Staff and Their Families),Persons
ST066S,ST066,Standard Tables Table 66,Gender and approximated social grade by age,ST066: Gender and approximated social grade by age,All People Aged 16 and Over in Households,Persons
ST066NI,ST066,Standard Tables Table 66,Gender and approximated social grade by age,ST066: Gender and approximated social grade by age,All People Aged 16 and Over in Households,Persons
ST066EW,ST066,"2001 Census Standard Tables Table 66",Sex and Approximated Social Grade by Age,ST066: Sex and Approximated Social Grade by Age,All People Aged 16 and Over in Households,Persons
ST067S,ST067,Standard Tables Table 67,Age of household reference person (HRP) and dependent children by approximated social grade,ST067: Age of household reference person (HRP) and dependent children by approximated social grade,All Household Reference Persons,Persons
ST067NI,ST067,Standard Tables Table 67,Age of household reference person (HRP) and dependent children by approximated social grade,ST067: Age of household reference person (HRP) and dependent children by approximated social grade,All Household Reference Persons,Persons
ST067EW,ST067,"2001 Census Standard Tables Table 67",Age of Household Reference Person (HRP) and Dependent Children by Approximated Social Grade,ST067: Age of Household Reference Person (HRP) and Dependent Children by Approximated Social Grade,All Household Reference Persons,Persons
ST068S,ST068,Standard Tables Table 68,Age and Dependent Children by Household Type (Household Reference Persons),ST068: Age and Dependent Children by Household Type (Household Reference Persons),All Household Reference Persons,Persons
ST068EW,ST068,"2001 Census Standard Tables Table 68",Age and Dependent Children by Household Type (Household Reference Persons),ST068: Age and Dependent Children by Household Type (Household Reference Persons),All Household Reference Persons,Persons
ST101EW,ST101,"2001 Census Standard Tables Table 101",Sex and Age by Ethnic Group,ST101: Sex and Age by Ethnic Group,All People,Persons
ST102EW,ST102,"2001 Census Standard Tables Table 102",Sex and Country of Birth by Ethnic Group,ST102: Sex and Country of Birth by Ethnic Group,All People,Persons
ST103EW,ST103,"2001 Census Standard Tables Table 103",Sex and Age by Religion,ST103: Sex and Age by Religion,All People,Persons
ST104EW,ST104,"2001 Census Standard Tables Table 104",Ethnic Group by Religion,ST104: Ethnic Group by Religion,All People,Persons
ST105EW,ST105,"2001 Census Standard Tables Table 105",Sex and Age by Highest Level of Qualification,ST105: Sex and Age by Highest Level of Qualification,All People Aged 16 to 74,Persons
ST106EW,ST106,"2001 Census Standard Tables Table 106",Household Composition by Ethnic Group of Household Reference Person (HRP),ST106: Household Composition by Ethnic Group of Household Reference Person (HRP),All Households,Households
ST107EW,ST107,"2001 Census Standard Tables Table 107",Sex and Age and Limiting Long-Term Illness (LLTI) and General Health by Ethnic Group,ST107: Sex and Age and Limiting Long-Term Illness (LLTI) and General Health by Ethnic Group,All People,Persons
ST108EW,ST108,"2001 Census Standard Tables Table 108",Sex and Age and Economic Activity by Ethnic Group,ST108: Sex and Age and Economic Activity by Ethnic Group,All People Aged 16 to 74,Persons
ST109EW,ST109,"2001 Census Standard Tables Table 109",Sex and Occupation by Ethnic Group,ST109: Sex and Occupation by Ethnic Group,All People Aged 16 to 74 in Employment the Week Before the Census,Persons
ST110EW,ST110,"2001 Census Standard Tables Table 110",Sex and Industry by Ethnic Group,ST110: Sex and Industry by Ethnic Group,All People Aged 16 to 74 in Employment the Week Before the Census,Persons
ST111EW,ST111,"2001 Census Standard Tables Table 111",Tenure and Number of Cars or Vans by Ethnic Group of Household Reference Person (HRP),ST111: Tenure and Number of Cars or Vans by Ethnic Group of Household Reference Person (HRP),All Households,Households
ST112EW,ST112,"2001 Census Standard Tables Table 112",Sex and National Statistics Socio-economic Classification (NS-SeC) by Ethnic Group,ST112: Sex and National Statistics Socio-economic Classification (NS-SeC) by Ethnic Group,All People Aged 16 to 74,Persons
ST113EW,ST113,"2001 Census Standard Tables Table 113",Sex and Occupation by Highest Level of Qualification,ST113: Sex and Occupation by Highest Level of Qualification,All People Aged 16 to 74,Persons
ST114EW,ST114,"2001 Census Standard Tables Table 114",Sex and National Statistics Socio-economic Classification (NS-SeC) by Highest Level of Qualification,ST114: Sex and National Statistics Socio-economic Classification (NS-SeC) by Highest Level of Qualification,All People Aged 16 to 74,Persons
ST115EW,ST115,"2001 Census Standard Tables Table 115",Count of Qualifications by Sex,ST115: Count of Qualifications by Sex,All Types of Qualification Held by People Aged 16 to 74,Qualifications
ST116EW,ST116,"2001 Census Standard Tables Table 116",Employment Activity and Sex and Professional Qualification by Occupation,ST116: Employment Activity and Sex and Professional Qualification by Occupation,All Professional Qualifications Held by People Aged 16 to 74,Qualifications; Professional
ST117EW,ST117,"2001 Census Standard Tables Table 117",Age and Highest Level of Qualification by Ethnic Group,ST117: Age and Highest Level of Qualification by Ethnic Group,All People Aged 16 to 74,Persons
ST118NI,ST118,Standard Tables Table 118,Number of Employed Persons and Method of Travel to Work by Number of Cars or Vans in Household,ST118: Number of Employed Persons and Method of Travel to Work by Number of Cars or Vans in Household,All Households with at Least One Person Working in the Week Before the Census,Households
ST118EW,ST118,"2001 Census Standard Tables Table 118",Number of Employed Persons and Method of Travel to Work by Number of Cars or Vans in Household,ST118: Number of Employed Persons and Method of Travel to Work by Number of Cars or Vans in Household,All Households with at Least One Person Working in the Week Before the Census,Households
ST119EW,ST119,"2001 Census Standard Tables Table 119",Sex and Age by Method of Travel to Work,ST119: Sex and Age by Method of Travel to Work,All People Aged 16 to 74 Working in the Week Before the Census,Persons
ST120EW,ST120,"2001 Census Standard Tables Table 120",Sex and Age by Distance Travelled to Work ,ST120: Sex and Age by Distance Travelled to Work ,All People Aged 16 to 74,Persons
ST121EW,ST121,"2001 Census Standard Tables Table 121",Sex and Distance Travelled to Work by Method of Travel to Work ,ST121: Sex and Distance Travelled to Work by Method of Travel to Work ,All People Aged 16 to 74,Persons
ST122EW,ST122,"2001 Census Standard Tables Table 122",Sex and National Statistics Socio-economic Classification (NS-SeC) by Method of Travel to Work,ST122: Sex and National Statistics Socio-economic Classification (NS-SeC) by Method of Travel to Work,All People Aged 16 to 74 Working in the Week Before the Census,Persons
ST123EW,ST123,"2001 Census Standard Tables Table 123",Shared/Unshared Dwelling and Central Heating and Occupancy Rating by Ethnic Group of Household Reference Person (HRP),ST123: Shared/Unshared Dwelling and Central Heating and Occupancy Rating by Ethnic Group of Household Reference Person (HRP),All People in Households,Persons
ST124EW,ST124,"2001 Census Standard Tables Table 124",Shared/Unshared Dwelling and Central Heating and Occupancy Rating by Ethnic Group of Household Reference Person (HRP),ST124: Shared/Unshared Dwelling and Central Heating and Occupancy Rating by Ethnic Group of Household Reference Person (HRP),All Households,Persons
ST125EW,ST125,"2001 Census Standard Tables Table 125",Sex and Type of Communal Establishment by Resident Type and Ethnic Group,ST125: Sex and Type of Communal Establishment by Resident Type and Ethnic Group,All People Resident in Communal Establishments,Persons
ST126EW,ST126,"2001 Census Standard Tables Table 126",Type of Communal Establishment and Sex by Resident Type and Age,ST126: Type of Communal Establishment and Sex by Resident Type and Age,All People in Communal Establishments,Persons
ST127EW,ST127,"2001 Census Standard Tables Table 127",Type of Communal Establishment by Resident Type and Whether or not Resident One Year Ago,ST127: Type of Communal Establishment by Resident Type and Whether or not Resident One Year Ago,All People Resident in Communal Establishments,Persons
ST128EW,ST128,"2001 Census Standard Tables Table 128",Residents (Non-Staff) in Communal Establishments and Sex and Limiting Long-Term Illness (LLTI) and Type of Communal Establishment by Age,ST128: Residents (Non-Staff) in Communal Establishments and Sex and Limiting Long-Term Illness (LLTI) and Type of Communal Establishment by Age,All Communal Establishment Residents (Excluding Staff and Their Families),Persons
ST129EW,ST129,"2001 Census Standard Tables Table 129",Sex and Distance Travelled to Work by Method of Travel to Work (Workplace Population),ST129: Sex and Distance Travelled to Work by Method of Travel to Work (Workplace Population),All People Aged 16 to 74,Persons
ST130EW,ST130,"2001 Census Standard Tables Table 130",Sex and Industry by Distance Travelled to Work (Workplace Population),ST130: Sex and Industry by Distance Travelled to Work (Workplace Population),All People Aged 16 to 74,Persons
ST131EW,ST131,"2001 Census Standard Tables Table 131",Sex and Industry by Highest Level of Qualification (Workplace Population),ST131: Sex and Industry by Highest Level of Qualification (Workplace Population),All People Aged 16 to 74,Persons
ST132EW,ST132,"2001 Census Standard Tables Table 132",Sex and Industry by Occupation (Workplace Population),ST132: Sex and Industry by Occupation (Workplace Population),All People Aged 16 to 74,Persons
ST133W,ST133,"2001 Census Standard Tables Table 133",Sex and Age by Country of Birth and Knowledge of Welsh,ST133: Sex and Age by Country of Birth and Knowledge of Welsh,All People in Wales Aged 3 and Over,Persons
ST134W,ST134,"2001 Census Standard Tables Table 134",Sex and Knowledge of Welsh and Age by Migration within Wales,ST134: Sex and Knowledge of Welsh and Age by Migration within Wales,All People,Persons
ST135W,ST135,"2001 Census Standard Tables Table 135",Migration of Welsh Speaking Households within Wales by Age of Household Reference Person (HRP) and Presence of Dependent Children,ST135: Migration of Welsh Speaking Households within Wales by Age of Household Reference Person (HRP) and Presence of Dependent Children,All People,Persons
ST136W,ST136,"2001 Census Standard Tables Table 136",Age of Household Reference Person (HRP) and Tenure by Knowledge of Welsh,ST136: Age of Household Reference Person (HRP) and Tenure by Knowledge of Welsh,All Households,Households
ST137W,ST137,"2001 Census Standard Tables Table 137",Sex and Age and Limiting Long-Term Illness (LLTI) and General Health by Knowledge of Welsh,ST137: Sex and Age and Limiting Long-Term Illness (LLTI) and General Health by Knowledge of Welsh,All People Aged 3 and Over,Persons
ST138W,ST138,"2001 Census Standard Tables Table 138",Sex and Occupation by Knowledge of Welsh,ST138: Sex and Occupation by Knowledge of Welsh,All People Aged 16 to 74 in Employment the Week Before the Census,Persons
ST139W,ST139,"2001 Census Standard Tables Table 139",Welsh Speakers and Economic Activity and Year Last Worked by Age,ST139: Welsh Speakers and Economic Activity and Year Last Worked by Age,All People Aged 16 to 74,Persons
ST140W,ST140,"2001 Census Standard Tables Table 140",Sex and Industry by Knowledge of Welsh,ST140: Sex and Industry by Knowledge of Welsh,All People Aged 16 to 74 in Employment the Week Before the Census,Persons
ST141W,ST141,"2001 Census Standard Tables Table 141",Sex and National Statistics Socio-economic Classification (NS-SeC) by Knowledge of Welsh,ST141: Sex and National Statistics Socio-economic Classification (NS-SeC) by Knowledge of Welsh,All People in Wales Aged 16 to 74,Persons
ST142W,ST142,"2001 Census Standard Tables Table 142",Age and Highest Level of Qualification by Knowledge of Welsh,ST142: Age and Highest Level of Qualification by Knowledge of Welsh,All People Aged 16 to 74,Persons
ST143W,ST143,"2001 Census Standard Tables Table 143",Children Speaking Welsh in Welsh-Speaking Households,ST143: Children Speaking Welsh in Welsh-Speaking Households,All Dependent Children Aged 3 and Over in Households,Persons; Children
ST144W,ST144,"2001 Census Standard Tables Table 144",Welsh-Speaking Adults in Households by Age of Youngest Dependent Child,ST144: Welsh-Speaking Adults in Households by Age of Youngest Dependent Child,All Households,Households
ST145W,ST145,"2001 Census Standard Tables Table 145",Type of Communal Establishment by Knowledge of Welsh,ST145: Type of Communal Establishment by Knowledge of Welsh,All People in Communal Establishments Aged 3 and Over,Persons
ST146W,ST146,"2001 Census Standard Tables Table 146",Sex and Ability to Speak Welsh and Age by Migration within Wales,ST146: Sex and Ability to Speak Welsh and Age by Migration within Wales,All People,Persons
ST147W,ST147,"2001 Census Standard Tables Table 147",Age of Household Reference Person (HRP) and Tenure by Knowledge of Welsh of Household Reference Person (HRP),ST147: Age of Household Reference Person (HRP) and Tenure by Knowledge of Welsh of Household Reference Person (HRP),All Households,Households
ST148W,ST148,"2001 Census Standard Tables Table 148",Type of Communal Establishment by Knowledge of Welsh,ST148: Type of Communal Establishment by Knowledge of Welsh,All People in Communal Establishments Aged 3 and Over,Persons
ST149EW,ST149,"2001 Census Standard Tables Table 149",Sex and Age by Religion,ST149: Sex and Age by Religion,All People,Persons
ST150EW,ST150,"2001 Census Standard Tables Table 150",Sex and Country of Birth by Religion,ST150: Sex and Country of Birth by Religion,All People,Persons
ST151EW,ST151,"2001 Census Standard Tables Table 151",Household Composition by Religion of Household Reference Person (HRP),ST151: Household Composition by Religion of Household Reference Person (HRP),All Households,Households
ST152EW,ST152,"2001 Census Standard Tables Table 152",Sex and Age and Limiting Long-Term Illness (LLTI) and General Health by Religion,ST152: Sex and Age and Limiting Long-Term Illness (LLTI) and General Health by Religion,All People,Persons
ST153EW,ST153,"2001 Census Standard Tables Table 153",Sex and Age and Economic Activity by Religion,ST153: Sex and Age and Economic Activity by Religion,All People Aged 16 to 74,Persons
ST154EW,ST154,"2001 Census Standard Tables Table 154",Sex and Occupation by Religion,ST154: Sex and Occupation by Religion,All People Aged 16 to 74 in Employment the Week Before the Census,Persons
ST155EW,ST155,"2001 Census Standard Tables Table 155",Sex and Industry by Religion,ST155: Sex and Industry by Religion,All People Aged 16 to 74 in Employment the Week Before the Census,Persons
ST156EW,ST156,"2001 Census Standard Tables Table 156",Tenure and Number of Cars or Vans by Religion of Household Reference Person (HRP),ST156: Tenure and Number of Cars or Vans by Religion of Household Reference Person (HRP),All Households,Households
ST157EW,ST157,"2001 Census Standard Tables Table 157",Sex and National Statistics Socio-economic Classification (NS-SeC) by Religion,ST157: Sex and National Statistics Socio-economic Classification (NS-SeC) by Religion,All People Aged 16 to 74,Persons
ST158EW,ST158,"2001 Census Standard Tables Table 158",Age and Highest Level of Qualification by Religion,ST158: Age and Highest Level of Qualification by Religion,All People Aged 16 to 74,Persons
ST159EW,ST159,"2001 Census Standard Tables Table 159",Shared/Unshared Dwelling and Central Heating and Occupancy Rating by Religion,ST159: Shared/Unshared Dwelling and Central Heating and Occupancy Rating by Religion,All People in Households,Persons
ST160EW,ST160,"2001 Census Standard Tables Table 160",Shared/Unshared Dwelling and Central Heating and Occupancy Rating by Religion of Household Reference Person (HRP),ST160: Shared/Unshared Dwelling and Central Heating and Occupancy Rating by Religion of Household Reference Person (HRP),All Households,Households
ST161EW,ST161,"2001 Census Standard Tables Table 161",Sex and Type of Communal Establishment by Resident Type and Religion,ST161: Sex and Type of Communal Establishment by Resident Type and Religion,All People Resident in Communal Establishments,Persons
ST201S,ST201,Standard Tables Table 201,Gender and age by ethnic group,ST201: Gender and age by ethnic group,All People,Persons
ST202S,ST202,Standard Tables Table 202,Gender and country of birth by ethnic group,ST202: Gender and country of birth by ethnic group,All People,Persons
ST203S,ST203,Standard Tables Table 203,Current religion by gender,ST203: Current religion by gender,All People,Persons
ST204S,ST204,Standard Tables Table 204,Gender and age by highest level of qualifications,ST204: Gender and age by highest level of qualifications,All People Aged 16 to 74,Persons
ST205S,ST205,Standard Tables Table 205,Household composition by ethnic group of Household Reference Person (HRP),ST205: Household composition by ethnic group of Household Reference Person (HRP),All Households,Households
ST206S,ST206,Standard Tables Table 206,Gender and age and whether born in Scotland by knowledge of Gaelic,ST206: Gender and age and whether born in Scotland by knowledge of Gaelic,All People,Persons
ST207S,ST207,Standard Tables Table 207,Gender and age and limiting long-term illness and general health by ethnic group,ST207: Gender and age and limiting long-term illness and general health by ethnic group,All People,Persons
ST208S,ST208,Standard Tables Table 208,Gender and age and economic activity by ethnic group,ST208: Gender and age and economic activity by ethnic group,All People Aged 16 to 74,Persons
ST209S,ST209,Standard Tables Table 209,Occupation by ethnic group,ST209: Occupation by ethnic group,All People Aged 16 to 74 in Employment the Week Before the Census,Persons
ST210S,ST210,Standard Tables Table 210,Households with a person with a LLTI and their age by  number of carers in household and economic activity,ST210: Households with a person with a LLTI and their age by  number of carers in household and economic activity,All Households,Households
ST211S,ST211,Standard Tables Table 211,Gender and industry by ethnic group,ST211: Gender and industry by ethnic group,All People Aged 16 to 74 in Employment the Week Before the Census,Persons
ST212S,ST212,Standard Tables Table 212,Tenure and number of cars or vans by ethnic group of Household Reference Person (HRP),ST212: Tenure and number of cars or vans by ethnic group of Household Reference Person (HRP),All Households,Households
ST213S,ST213,Standard Tables Table 213,Gender and NS-SeC by ethnic group,ST213: Gender and NS-SeC by ethnic group,All People Aged 16 to 74,Persons
ST214S,ST214,Standard Tables Table 214,Gender and occupation by highest level of qualifications,ST214: Gender and occupation by highest level of qualifications,All People Aged 16 to 74 Years Working in the Week Before Census and All People Aged 16 to 64 Years Who Were Not Working in the Week Before Census But Who Last Worked in 1996 or Later,Persons
ST215S,ST215,Standard Tables Table 215,Gender and NS-SeC by highest level of qualifications,ST215: Gender and NS-SeC by highest level of qualifications,All People Aged 16 to 74,Persons
ST216S,ST216,Standard Tables Table 216,Age and highest level of qualifications by ethnic group,ST216: Age and highest level of qualifications by ethnic group,All People Aged 16 to 74,Persons
ST217S,ST217,Standard Tables Table 217,Number of persons working or studying and method of travel to work or place of study by number of cars or vans in households,ST217: Number of persons working or studying and method of travel to work or place of study by number of cars or vans in households,All Households With at Least One Person Working or Studying in the Week Before the Census,Households
ST218S,ST218,Standard Tables Table 218,Gender and age by method of travel to work or place of  study,ST218: Gender and age by method of travel to work or place of  study,All People,Persons
ST219S,ST219,Standard Tables Table 219,Age by method of travel to work or place of study,ST219: Age by method of travel to work or place of study,Full-Time Students Whether or Not in Employment and Part-Time Students Not in Employment,Persons; Students
ST220S,ST220,Standard Tables Table 220,Age by distance travelled to place of study,ST220: Age by distance travelled to place of study,Full-Time Students Whether or Not in Employment and Part-Time Students Not in Employment,Persons; Students
ST221S,ST221,Standard Tables Table 221,Gender and distance to place of study by method of travel,ST221: Gender and distance to place of study by method of travel,Full-Time Students Whether or Not in Employment and Part-Time Students Not in Employment,Persons; Students
ST222S,ST222,Standard Tables Table 222,Age by distance travelled to work or place of study,ST222: Age by distance travelled to work or place of study,All People,Persons
ST223S,ST223,Standard Tables Table 223,Gender and distance travelled to work or place of study by  method of travel,ST223: Gender and distance travelled to work or place of study by  method of travel,All People,Persons
ST224S,ST224,Standard Tables Table 224,Gender and NS-SeC by method of travel to work or place of  study,ST224: Gender and NS-SeC by method of travel to work or place of  study,All People Aged 16 - 74 in Employment Who Are Not Full-Time Students,Persons
ST225S,ST225,Standard Tables Table 225,Gender and NS-SeC by distance travelled to work or place  of study,ST225: Gender and NS-SeC by distance travelled to work or place  of study,All People Aged 16 - 74 in Employment Who Are Not Full-Time Students,Persons
ST226S,ST226,Standard Tables Table 226,Shared/unshared dwelling and central heating and  occupancy rating by ethnic group,ST226: Shared/unshared dwelling and central heating and  occupancy rating by ethnic group,All People in Households,Persons
ST227S,ST227,Standard Tables Table 227,Shared/unshared dwelling and central heating and occupancy rating by ethnic group of Household Reference Person (HRP),ST227: Shared/unshared dwelling and central heating and occupancy rating by ethnic group of Household Reference Person (HRP),All Households,Households
ST228S,ST228,Standard Tables Table 228,Gender and type of communal establishment by type of  resident and ethnic group,ST228: Gender and type of communal establishment by type of  resident and ethnic group,All People in Communal Establishments,Persons
ST229S,ST229,Standard Tables Table 229,Type of accommodation and tenure and whether furnished or unfurnished by age of student,ST229: Type of accommodation and tenure and whether furnished or unfurnished by age of student,All Full-Time Students at Their Term-Time Address,Persons; Students
ST230S,ST230,Standard Tables Table 230,Type of accommodation and tenure and whether rented  furnished and number of rooms by household size,ST230: Type of accommodation and tenure and whether rented  furnished and number of rooms by household size,All Households,Persons
ST231S,ST231,Standard Tables Table 231,Type of accommodation by tenure and whether furnished and central heating,ST231: Type of accommodation by tenure and whether furnished and central heating,All Households,Persons
ST232S,ST232,Standard Tables Table 232,Type of communal establishment and gender by resident type and age,ST232: Type of communal establishment and gender by resident type and age,All People in Communal Establishments,Persons
ST233S,ST233,Standard Tables Table 233,Type of communal establishment by type of resident and  whether or not resident one year ago,ST233: Type of communal establishment by type of resident and  whether or not resident one year ago,All People Who Are Resident in Communal Establishments,Persons
ST234S,ST234,Standard Tables Table 234,Residents (non-staff) in communal establishments and  gender and limiting long-term illness and type of communal establishment by age,ST234: Residents (non-staff) in communal establishments and  gender and limiting long-term illness and type of communal establishment by age,All Communal Establishment Residents (Excluding Staff and Their Families),Persons
ST235S,ST235,Standard Tables Table 235,Gender and age by ethnic group,ST235: Gender and age by ethnic group,All People,Persons
ST236S,ST236,Standard Tables Table 236,Gender and country of birth by ethnic group,ST236: Gender and country of birth by ethnic group,All People,Persons
ST237S,ST237,Standard Tables Table 237,Household composition by ethnic group of Household Reference Person (HRP),ST237: Household composition by ethnic group of Household Reference Person (HRP),All Households,Households
ST238S,ST238,Standard Tables Table 238,Gender and age and limiting long-term illness and general health by ethnic group,ST238: Gender and age and limiting long-term illness and general health by ethnic group,All People,Persons
ST239S,ST239,Standard Tables Table 239,Gender and age and economic activity by ethnic group,ST239: Gender and age and economic activity by ethnic group,All People Aged 16 to 74,Persons
ST240S,ST240,Standard Tables Table 240,Gender and occupation by ethnic group,ST240: Gender and occupation by ethnic group,All People Aged 16 to 74 in Employment the Week Before the Census,Persons
ST241S,ST241,Standard Tables Table 241,Gender and industry by ethnic group,ST241: Gender and industry by ethnic group,All People Aged 16 to 74 in Employment the Week Before the Census,Persons
ST242S,ST242,Standard Tables Table 242,Tenure and number of cars or vans by ethnic group of Household Reference Person (HRP),ST242: Tenure and number of cars or vans by ethnic group of Household Reference Person (HRP),All Households,Households
ST243S,ST243,Standard Tables Table 243,Gender and NS-SeC by ethnic group,ST243: Gender and NS-SeC by ethnic group,All People Aged 16 to 74 the Week Before the Census,Persons
ST244S,ST244,Standard Tables Table 244,Shared/unshared dwelling and central heating and occupancy rating by ethnic group,ST244: Shared/unshared dwelling and central heating and occupancy rating by ethnic group,All People in Households,Persons
ST245S,ST245,Standard Tables Table 245,Shared/unshared dwelling and central heating and occupancy rating by ethnic group of Household Reference Person (HRP),ST245: Shared/unshared dwelling and central heating and occupancy rating by ethnic group of Household Reference Person (HRP),All Households,Households
ST246S,ST246,Standard Tables Table 246,Gender and type of communal establishment by type of resident and ethnic group,ST246: Gender and type of communal establishment by type of resident and ethnic group,All People in Communal Establishments,Persons
ST247S,ST247,Standard Tables Table 247,Age and highest level of qualification by ethnic group,ST247: Age and highest level of qualification by ethnic group,All People Aged 16 to 74,Persons
ST248S,ST248,Standard Tables Table 248,Age of Household Reference Person by household composition (Scottish Household Survey Household Classification),ST248: Age of Household Reference Person by household composition (Scottish Household Survey Household Classification),All Households,Households
ST301NI,ST301,Standard Tables Table 301,Sex and Type of Communal Establishment by Type of Resident and Age,ST301: Sex and Type of Communal Establishment by Type of Resident and Age,All people in communal establishments,Persons
ST302NI,ST302,Standard Tables Table 302,Type of Communal Establishment by Type of Resident and Whether or not Resident One Year Ago,ST302: Type of Communal Establishment by Type of Resident and Whether or not Resident One Year Ago,All people resident in communal establishments,Persons
ST303NI,ST303,Standard Tables Table 303,Sex and Age by Ethnic Group,ST303: Sex and Age by Ethnic Group,All people,Persons
ST304NI,ST304,Standard Tables Table 304,Sex and Type of Communal Establishment by Ethnic Group,ST304: Sex and Type of Communal Establishment by Ethnic Group,All people resident in communal establishments,Persons
