"table_name","table_column_name","description"
S32EWS,S320055,"2 persons (same sex)  aged 16 and over // 1 or more aged 0-4 and 1 or more aged 5-15 // Households // residents in households"
S32EWS,S320056,"2 persons (same sex)  aged 16 and over // With no person aged under 16 // Persons // residents in households"
S32EWS,S320057,"2 persons (same sex)  aged 16 and over // Persons economically active // Persons // residents in households"
S32EWS,S320058,"2 persons (same sex)  aged 16 and over // Persons aged under 16 // Persons // residents in households"
S32EWS,S320059,"2 persons (same sex)  aged 16 and over // Persons ages 16 and over // Persons // residents in households"
S32EWS,S320060,"2 persons (same sex)  aged 16 and over // Persons economically active // Persons // residents in households"
S32EWS,S320061,"3 or more persons (male(s) and female(s)) aged 16 and over // Households with no person aged under 16 // Households // residents in households"
S32EWS,S320062,"3 or more persons (male(s) and female(s)) aged 16 and over // All households // Households // residents in households"
S32EWS,S320063,"3 or more persons (male(s) and female(s)) aged 16 and over // Aged 0-4 // Households // residents in households"
S32EWS,S320064,"3 or more persons (male(s) and female(s)) aged 16 and over // Aged 5-15 // Households // residents in households"
S32EWS,S320065,"3 or more persons (male(s) and female(s)) aged 16 and over // All aged 0-4 // Households // residents in households"
S32EWS,S320066,"3 or more persons (male(s) and female(s)) aged 16 and over // All aged 5-15 // Households // residents in households"
S32EWS,S320067,"3 or more persons (male(s) and female(s)) aged 16 and over // 1 or more aged 0-4 and 1 or more aged 5-15 // Households // residents in households"
S32EWS,S320068,"3 or more persons (male(s) and female(s)) aged 16 and over // With no person aged under 16 // Persons // residents in households"
S32EWS,S320069,"3 or more persons (male(s) and female(s)) aged 16 and over // Persons economically active // Persons // residents in households"
S32EWS,S320070,"3 or more persons (male(s) and female(s)) aged 16 and over // Persons aged under 16 // Persons // residents in households"
S32EWS,S320071,"3 or more persons (male(s) and female(s)) aged 16 and over // Persons ages 16 and over // Persons // residents in households"
S32EWS,S320072,"3 or more persons (male(s) and female(s)) aged 16 and over // Persons economically active // Persons // residents in households"
S32EWS,S320073,"3 or more persons (same sex) aged 16 and over // Households with no person aged under 16 // Households // residents in households"
S32EWS,S320074,"3 or more persons (same sex) aged 16 and over // All households // Households // residents in households"
S32EWS,S320075,"3 or more persons (same sex) aged 16 and over // Aged 0-4 // Households // residents in households"
S32EWS,S320076,"3 or more persons (same sex) aged 16 and over // Aged 5-15 // Households // residents in households"
S32EWS,S320077,"3 or more persons (same sex) aged 16 and over // All aged 0-4 // Households // residents in households"
S32EWS,S320078,"3 or more persons (same sex) aged 16 and over // All aged 5-15 // Households // residents in households"
S32EWS,S320079,"3 or more persons (same sex) aged 16 and over // 1 or more aged 0-4 and 1 or more aged 5-15 // Households // residents in households"
S32EWS,S320080,"3 or more persons (same sex) aged 16 and over // With no person aged under 16 // Persons // residents in households"
S32EWS,S320081,"3 or more persons (same sex) aged 16 and over // Persons economically active // Persons // residents in households"
S32EWS,S320082,"3 or more persons (same sex) aged 16 and over // Persons aged under 16 // Persons // residents in households"
S32EWS,S320083,"3 or more persons (same sex) aged 16 and over // Persons ages 16 and over // Persons // residents in households"
S32EWS,S320084,"3 or more persons (same sex) aged 16 and over // Persons economically active // Persons // residents in households"
S33EWS,S330001,No persons aged 0-15 // Female // Persons // Females resident in households of one male aged 16 and over and one female aged 16 and over with or without persons aged 0 - 15; number of persons aged 0 - 15 in such households
S33EWS,S330002,Full time // No persons aged 0-15 // Female // Persons // Females resident in households of one male aged 16 and over and one female aged 16 and over with or without persons aged 0 - 15; number of persons aged 0 - 15 in such households
S33EWS,S330003,Part time // No persons aged 0-15 // Female // Persons // Females resident in households of one male aged 16 and over and one female aged 16 and over with or without persons aged 0 - 15; number of persons aged 0 - 15 in such households
S33EWS,S330004,Self-employed // No persons aged 0-15 // Female // Persons // Females resident in households of one male aged 16 and over and one female aged 16 and over with or without persons aged 0 - 15; number of persons aged 0 - 15 in such households
S33EWS,S330005,Other active // No persons aged 0-15 // Female // Persons // Females resident in households of one male aged 16 and over and one female aged 16 and over with or without persons aged 0 - 15; number of persons aged 0 - 15 in such households
S33EWS,S330006,Economically Active Students (included above) // No persons aged 0-15 // Female // Persons // Females resident in households of one male aged 16 and over and one female aged 16 and over with or without persons aged 0 - 15; number of persons aged 0 - 15 in such households
S33EWS,S330007,Economically Inactive // No persons aged 0-15 // Female // Persons // Females resident in households of one male aged 16 and over and one female aged 16 and over with or without persons aged 0 - 15; number of persons aged 0 - 15 in such households
