"table_file_name","table_column_name","description"
cs016_ons,CS0160088,Age 0 to 15// Not good health// All categories: Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160089,Age 0 to 15// Not good health// With a Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160090,Age 0 to 15// Not good health// No Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160091,Age 16 to 34// All categories: General Health// All categories: Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160092,Age 16 to 34// All categories: General Health// With a Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160093,Age 16 to 34// All categories: General Health// No Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160094,Age 16 to 34// Good health or fairly good health// All categories: Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160095,Age 16 to 34// Good health or fairly good health// With a Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160096,Age 16 to 34// Good health or fairly good health// No Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160097,Age 16 to 34// Not good health// All categories: Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160098,Age 16 to 34// Not good health// With a Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160099,Age 16 to 34// Not good health// No Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160100,Age 35 to 49// All categories: General Health// All categories: Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160101,Age 35 to 49// All categories: General Health// With a Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160102,Age 35 to 49// All categories: General Health// No Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160103,Age 35 to 49// Good health or fairly good health// All categories: Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160104,Age 35 to 49// Good health or fairly good health// With a Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160105,Age 35 to 49// Good health or fairly good health// No Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160106,Age 35 to 49// Not good health// All categories: Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160107,Age 35 to 49// Not good health// With a Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160108,Age 35 to 49// Not good health// No Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160109,Age 50 to 59// All categories: General Health// All categories: Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160110,Age 50 to 59// All categories: General Health// With a Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160111,Age 50 to 59// All categories: General Health// No Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160112,Age 50 to 59// Good health or fairly good health// All categories: Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160113,Age 50 to 59// Good health or fairly good health// With a Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160114,Age 50 to 59// Good health or fairly good health// No Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160115,Age 50 to 59// Not good health// All categories: Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160116,Age 50 to 59// Not good health// With a Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160117,Age 50 to 59// Not good health// No Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160118,Age 60 to 64// All categories: General Health// All categories: Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160119,Age 60 to 64// All categories: General Health// With a Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160120,Age 60 to 64// All categories: General Health// No Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160121,Age 60 to 64// Good health or fairly good health// All categories: Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160122,Age 60 to 64// Good health or fairly good health// With a Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160123,Age 60 to 64// Good health or fairly good health// No Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160124,Age 60 to 64// Not good health// All categories: Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160125,Age 60 to 64// Not good health// With a Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160126,Age 60 to 64// Not good health// No Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160127,Age 65 to 84// All categories: General Health// All categories: Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160128,Age 65 to 84// All categories: General Health// With a Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160129,Age 65 to 84// All categories: General Health// No Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160130,Age 65 to 84// Good health or fairly good health// All categories: Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160131,Age 65 to 84// Good health or fairly good health// With a Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160132,Age 65 to 84// Good health or fairly good health// No Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160133,Age 65 to 84// Not good health// All categories: Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160134,Age 65 to 84// Not good health// With a Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160135,Age 65 to 84// Not good health// No Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160136,Age 85 and over// All categories: General Health// All categories: Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160137,Age 85 and over// All categories: General Health// With a Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160138,Age 85 and over// All categories: General Health// No Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160139,Age 85 and over// Good health or fairly good health// All categories: Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160140,Age 85 and over// Good health or fairly good health// With a Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160141,Age 85 and over// Good health or fairly good health// No Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160142,Age 85 and over// Not good health// All categories: Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160143,Age 85 and over// Not good health// With a Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160144,Age 85 and over// Not good health// No Limiting Long-Term Illness (LLTI)// Males// Persons// All People in Households
cs016_ons,CS0160145,All categories: Age// All categories: General Health// All categories: Limiting Long-Term Illness (LLTI)// Females// Persons// All People in Households
cs016_ons,CS0160146,All categories: Age// All categories: General Health// With a Limiting Long-Term Illness (LLTI)// Females// Persons// All People in Households
cs016_ons,CS0160147,All categories: Age// All categories: General Health// No Limiting Long-Term Illness (LLTI)// Females// Persons// All People in Households
cs016_ons,CS0160148,All categories: Age// Good health or fairly good health// All categories: Limiting Long-Term Illness (LLTI)// Females// Persons// All People in Households
cs016_ons,CS0160149,All categories: Age// Good health or fairly good health// With a Limiting Long-Term Illness (LLTI)// Females// Persons// All People in Households
cs016_ons,CS0160150,All categories: Age// Good health or fairly good health// No Limiting Long-Term Illness (LLTI)// Females// Persons// All People in Households
cs016_ons,CS0160151,All categories: Age// Not good health// All categories: Limiting Long-Term Illness (LLTI)// Females// Persons// All People in Households
cs016_ons,CS0160152,All categories: Age// Not good health// With a Limiting Long-Term Illness (LLTI)// Females// Persons// All People in Households
cs016_ons,CS0160153,All categories: Age// Not good health// No Limiting Long-Term Illness (LLTI)// Females// Persons// All People in Households
